,filename,shot_id,begin,end,transcript
8823,5544574287152993687.xml,596,1889.17,1891.12,Being a cougar is  nothing to be ashamed of.
8824,5544574287152993687.xml,597,1891.13,1896.01,
8825,5544574287152993687.xml,598,1896.02,1897.08,
8826,5544574287152993687.xml,599,1897.09,1898.18,
8827,5544574287152993687.xml,600,1898.19,1903.0,Glenda. 
8828,5544574287152993687.xml,601,1903.01,1908.01,
8829,5544574287152993687.xml,602,1908.02,1908.21,
8830,5544574287152993687.xml,603,1908.22,1911.06,
8831,5544574287152993687.xml,604,1911.07,1911.11,
8832,5544574287152993687.xml,605,1911.12,1912.23,
8833,5544574287152993687.xml,606,1912.24,1917.1,Connor!  Connor!  Get out here now! 
8834,5544574287152993687.xml,607,1917.11,1918.1,
8835,5544574287152993687.xml,608,1918.11,1922.08,Where's the fire? 
8836,5544574287152993687.xml,609,1922.09,1923.24,You brought drugs into my home? 
8837,5544574287152993687.xml,610,1924.0,1926.05,
8838,5544574287152993687.xml,611,1926.06,1929.0,"No, I don't do no drugs.  No no, course not.  That's why you sleep so much."
8839,5544574287152993687.xml,612,1929.01,1931.02,
8840,5544574287152993687.xml,613,1931.03,1936.07,"You find a bag of weed and it's  gotta belong to the black man? All I've done is defend you,  and this is what I get in return? I want you out. Now."
8841,5544574287152993687.xml,614,1936.08,1937.18,
8842,5544574287152993687.xml,615,1937.19,1939.12,I haven't even got any shoes on! 
8843,5544574287152993687.xml,616,1939.13,1941.08,
8844,5544574287152993687.xml,617,1941.09,1944.06,
8845,5544574287152993687.xml,618,1944.07,1944.24,
8846,5544574287152993687.xml,619,1945.0,1946.16,
8847,5544574287152993687.xml,620,1946.17,1948.24,
8848,5544574287152993687.xml,621,1949.0,1949.16,
8849,5544574287152993687.xml,622,1949.17,1954.12,
8850,5544574287152993687.xml,623,1954.13,1956.11,
8851,5544574287152993687.xml,624,1956.12,1963.08,"Zainab, here we go sweetheart,  that's for you, darlin'. 'Ere Bee, here y'are  darlin' take one of these."
8852,5544574287152993687.xml,625,1963.09,1965.08,"Spread the word... Here y'are,  gorgeous! Got one for you an' all."
8853,5544574287152993687.xml,626,1965.09,1972.17,"'Ere I thought you said  it was butlers as well. Yeah, well, maids, it's just more fun, innit? It puts the spotlight on  Walford's finest females."
8854,5544574287152993687.xml,627,1972.18,1973.22,
8855,5544574287152993687.xml,628,1973.23,1976.14,"So what you saying, the men can buy  us but we can't buy them? I'll be there."
8856,5544574287152993687.xml,629,1976.15,1983.06,"Hope you're ready for the bidding  war. Glenda's got the right idea! Come on, girls, you're not  gonna let her beat you to Walford's prime cuts, are you?"
8857,5544574287152993687.xml,630,1983.07,1986.24,"All right all right, I'll  do it if you do it, Z. Why me?  What, you worried no-one's gonna buy you?"
8858,5544574287152993687.xml,631,1987.0,1987.13,
8859,5544574287152993687.xml,632,1987.14,1992.06,"It is for charity, all right. "
8860,5544574287152993687.xml,633,1992.07,1992.21,
8861,5544574287152993687.xml,634,1992.22,1993.23,"I tell you what,  I'll take part if she does. No way!"
8862,5544574287152993687.xml,635,1993.24,2004.13,"Darling, you and Ian  in the charity auction tonight? Er...no, I don't think so. Jane, you OK?  Yeah. Yeah, I'm fine.  Why don't we get ready round mine,  make it a bit of a party?"
8863,5544574287152993687.xml,636,2004.14,2007.14,"It'll be like getting  ready in a zoo, frankly!"
8864,5544574287152993687.xml,637,2007.15,2009.02,
8865,5544574287152993687.xml,638,2009.03,2010.07,"No offence. I tell you what, just  come to mine, it's more hospitable."
8866,5544574287152993687.xml,639,2010.08,2012.03,
8867,5544574287152993687.xml,640,2012.04,2013.12,And I'll make some nibbles.  So about six-ish round yours? Lovely.
8868,5544574287152993687.xml,641,2013.13,2015.01,
8869,5544574287152993687.xml,642,2015.02,2015.04,
8870,5544574287152993687.xml,643,2015.05,2016.09,
8871,5544574287152993687.xml,644,2016.1,2017.08,
8872,5544574287152993687.xml,645,2017.09,2018.06,Did she just invite herself?! 
8873,5544574287152993687.xml,646,2018.07,2023.06,
8874,5544574287152993687.xml,647,2023.07,2029.04,Home sweet home.  Will be once the builders are done. 
8875,5544574287152993687.xml,648,2029.05,2030.02,
8876,5544574287152993687.xml,649,2030.03,2031.04,
8877,5544574287152993687.xml,650,2031.05,2036.04,
8878,5544574287152993687.xml,651,2036.05,2036.21,
8879,5544574287152993687.xml,652,2036.22,2040.08,"Come on, this lot ain't gonna  shift itself, is it. Can I have a look round first?  Anyone'd think you ain't seen a house before."
8880,5544574287152993687.xml,653,2040.09,2040.22,
8881,5544574287152993687.xml,654,2040.23,2044.0,"First proper gaff he's had in a few  years innit. Means a lot, this."
8882,5544574287152993687.xml,655,2044.01,2045.15,
8883,5544574287152993687.xml,656,2045.16,2048.11,"Yeah? You ain't gonna cry, are you? "
8884,5544574287152993687.xml,657,2048.12,2049.17,
8885,5544574287152993687.xml,658,2049.18,2052.11,We should have waited  before we brought new stuff. Don't be so paranoid.
8886,5544574287152993687.xml,659,2052.12,2056.09,If Roxy asks just say we're renting  the furniture as well as the house.
8887,5544574287152993687.xml,660,2056.1,2058.05,
8888,5544574287152993687.xml,661,2058.06,2059.07,"I've shotgun the big room by the way!  Well, we'll have to see, won't we. Oi, go sort them out."
8889,5544574287152993687.xml,662,2059.08,2060.21,
8890,5544574287152993687.xml,663,2060.22,2067.16,Oi. You wanna go play somewhere else.  This is Phil Mitchell's house now.
8891,5544574287152993687.xml,664,2067.17,2067.23,
8892,5544574287152993687.xml,665,2067.24,2068.01,
8893,5544574287152993687.xml,666,2068.02,2069.08,
8894,5544574287152993687.xml,667,2069.09,2072.0,"Go on, jog on. "
8895,5544574287152993687.xml,668,2072.01,2073.13,
8896,5544574287152993687.xml,669,2073.14,2094.06,"The deadline for bids is 1pm  tomorrow, so please have the paperwork completed by then. Sure. Mr Atherton, could I just  have a word in private? Would you care for a flapjack  Very nice.  Another one? "
8897,5544574287152993687.xml,670,2094.07,2097.07,Any information you can give me  on the other bids would be greatly appreciated.
8898,5544574287152993687.xml,671,2097.08,2099.13,
8899,5544574287152993687.xml,672,2099.14,2103.03,"So far, there's only one  other bidder."
8900,5544574287152993687.xml,673,2103.04,2117.04,"And would you know  what her limit is? I wouldn't know. And even when I do,  that information is confidential. Yeah but hold on a minute,  I've just... I've just given you a flapjack.  And as I said, it was very nice."
8901,5544574287152993687.xml,674,2117.05,2120.14,
8902,5544574287152993687.xml,675,2120.15,2120.18,
8903,5544574287152993687.xml,676,2120.19,2121.07,
8904,5544574287152993687.xml,677,2121.08,2121.2,
8905,5544574287152993687.xml,678,2121.21,2136.12,"How much did he offer you? Fifty?  Cos I can do better than that.  As I explained to Mr Beale,  I'm not at liberty to divulge any information."
8906,5544574287152993687.xml,679,2136.13,2153.19,"Forgot my purse.  You're not clearing up after  him now, are you? Here y'are. Oh. Thank you.  Uh-oh. It's gone. "
8907,5544574287152993687.xml,680,2153.2,2154.21,
8908,5544574287152993687.xml,681,2154.22,2155.23,
8909,5544574287152993687.xml,682,2155.24,2157.01,What now?  I had my stash in here.
8910,5544574287152993687.xml,683,2157.02,2161.14,I hope your toy boy  hasn't been helping himself.
8911,5544574287152993687.xml,684,2161.15,2164.04,"What, this is yours?!  Thank God. This stuff  doesn't come cheap, you know."
8912,5544574287152993687.xml,685,2164.05,2165.08,
8913,5544574287152993687.xml,686,2165.09,2168.04,What? It's just a bit of pot. 
8914,5544574287152993687.xml,687,2168.05,2169.2,
8915,5544574287152993687.xml,688,2169.21,2171.19,D'you do that stuff regularly?  Now and then. It's no big deal.
8916,5544574287152993687.xml,689,2171.2,2175.12,"No big deal? I practically accused  Connor of being a drug addict, and the only druggy here is you!"
8917,5544574287152993687.xml,690,2175.13,2177.17,
8918,5544574287152993687.xml,691,2177.18,2179.0,"I'm hardly that. Honestly, Carol,  you really need to chill out."
8919,5544574287152993687.xml,692,2179.01,2181.11,"No I don't, Glenda! "
8920,5544574287152993687.xml,693,2181.12,2185.19,"Uptight is your default setting, my  dear. You're a total control freak."
8921,5544574287152993687.xml,694,2185.2,2186.11,
8922,5544574287152993687.xml,695,2186.12,2192.12,"And are you any happier for it?  You should try some of that, might  help you to relax for a change."
8923,5544574287152993687.xml,696,2192.13,2218.11,"Yeah well I'd rather be  a control freak with dignity than an ageing pothead! Left a bit.  To me, to me.  No, right a bit.  There?  Oh, I dunno, what d'you think? Left a bit.  That's it.  Too slow!  Where am I supposed to sit?"
8924,5544574287152993687.xml,697,2218.12,2219.18,
8925,5544574287152993687.xml,698,2219.19,2220.19,
8926,5544574287152993687.xml,699,2220.2,2224.09,"Oh, the pouffe. "
8927,5544574287152993687.xml,700,2224.1,2229.08,"Hello!  Ooh, very nice. "
8928,5544574287152993687.xml,701,2229.09,2236.08,I thought you might like a hand  getting unpacked. I have a little time before work...  and I'm keen to do my bit.
8929,5544574287152993687.xml,702,2236.09,2244.19,"We're all right, thanks.  Break's over.  I've only just sat down! "
8930,5544574287152993687.xml,703,2244.2,2249.06,This must have set you back a bit. 
8931,5544574287152993687.xml,704,2249.07,2251.03,
8932,5544574287152993687.xml,705,2251.04,2268.21,"However did you afford it all?  Why, what's it to you?  Well, I just assumed you  were still getting back on your feet, but it's nice to see  you're not struggling. Not like poor Roxy.  We need to get on. Eh, Phil?  Yeah.  Well, enjoy."
8933,5544574287152993687.xml,706,2268.22,2272.03,
8934,5544574287152993687.xml,707,2272.04,2276.16,
8935,5544574287152993687.xml,708,2276.17,2279.2,
8936,5544574287152993687.xml,709,2279.21,2281.21,
8937,5544574287152993687.xml,710,2281.22,2283.2,
8938,5544574287152993687.xml,711,2283.21,2290.03,
8939,5544574287152993687.xml,712,2290.04,2292.18,
8940,5544574287152993687.xml,713,2292.19,2294.11,
8941,5544574287152993687.xml,714,2294.12,2295.1,
8942,5544574287152993687.xml,715,2295.11,2297.03,
8943,5544574287152993687.xml,716,2297.04,2299.14,
8944,5544574287152993687.xml,717,2299.15,2301.12,
8945,5544574287152993687.xml,718,2301.13,2303.22,
8946,5544574287152993687.xml,719,2303.23,2306.11,
8947,5544574287152993687.xml,720,2306.12,2311.06,
8948,5544574287152993687.xml,721,2311.07,2312.23,
8949,5544574287152993687.xml,722,2312.24,2316.09,
8950,5544574287152993687.xml,723,2316.1,2320.19,'This is Connor.  Leave a message after the tone.'
8951,5544574287152993687.xml,724,2320.2,2331.19,"Connor, it's me again.  Please, please come home.  I'm really sorry. "
8952,5544574287152993687.xml,725,2331.2,2333.16,
8953,5544574287152993687.xml,726,2333.17,2335.22,
8954,5544574287152993687.xml,727,2335.23,2340.23,Hello?  Jane? 
8955,5544574287152993687.xml,728,2340.24,2342.23,
8956,5544574287152993687.xml,729,2342.24,2344.04,
8957,5544574287152993687.xml,730,2344.05,2347.22,What you doing? 
8958,5544574287152993687.xml,731,2347.23,2348.08,
8959,5544574287152993687.xml,732,2348.09,2367.01,"I dunno. I ain't seen her  in the market. I left her a couple of messages,  I asked her to sit with the kids later, but she ain't replied. Well, I can baby-sit.  No. You're coming to the Vic with me, I need you there for moral support. Oh, pleeeeease!  Jane was looking for you earlier.  Oh, yeah, thanks Bianca,  yeah I'm good."
8960,5544574287152993687.xml,733,2367.02,2369.17,You all right? Yeah(!) 
8961,5544574287152993687.xml,734,2369.18,2373.0,I'd better go  and check that she ain't disappeared under a pile of Connor's washing.
8962,5544574287152993687.xml,735,2373.01,2375.19,Where you going?  Family stuff.
8963,5544574287152993687.xml,736,2375.2,2376.23,
8964,5544574287152993687.xml,737,2376.24,2377.19,
8965,5544574287152993687.xml,738,2377.2,2380.14,
8966,5544574287152993687.xml,739,2380.15,2382.16,
8967,5544574287152993687.xml,740,2382.17,2397.15,"Philip.  What a nice surprise.  So, er...why'd you  come round earlier?"
8968,5544574287152993687.xml,741,2397.16,2400.23,"I just wanted a sneaky peek.  Nothing wrong with that, is there?"
8969,5544574287152993687.xml,742,2400.24,2404.23,No.  As long as that's all you was after.
8970,5544574287152993687.xml,743,2404.24,2407.16,
8971,5544574287152993687.xml,744,2407.17,2410.17,I never said that. 
8972,5544574287152993687.xml,745,2410.18,2412.21,
8973,5544574287152993687.xml,746,2412.22,2414.19,This thing that you  'think' you know...
8974,5544574287152993687.xml,747,2414.2,2417.18,"Think? No, no, no, I'm quite sure... "
8975,5544574287152993687.xml,748,2417.19,2419.12,
8976,5544574287152993687.xml,749,2419.13,2422.18,But I have no intention of  sharing my knowledge with Roxy.
8977,5544574287152993687.xml,750,2422.19,2425.01,
8978,5544574287152993687.xml,751,2425.02,2428.04,Good.  Was there something else?
8979,5544574287152993687.xml,752,2428.05,2430.03,
8980,5544574287152993687.xml,753,2430.04,2431.06,How'd you find out?  Does it matter?
8981,5544574287152993687.xml,754,2431.07,2434.23,Yeah. 
8982,5544574287152993687.xml,755,2434.24,2436.05,"Yeah, if you wanna  stay friends, yeah."
8983,5544574287152993687.xml,756,2436.06,2447.13,"I am not being paranoid. Whatever  he's up to, he doesn't want me in on it. And I'm sick of being the  last person in this house to know what's happening. All right, darlin', so "
8984,5544574287152993687.xml,757,2447.14,2452.06,what did he actually say to Peter?  what did he actually say to Peter?  Something about me wanting him to  bid. I mean God only knows what on.
8985,5544574287152993687.xml,758,2452.07,2454.21,
8986,5544574287152993687.xml,759,2454.22,2456.05,
8987,5544574287152993687.xml,760,2456.06,2460.17,"Oh, darlin', Ian is not  involved in some shady deal..."
8988,5544574287152993687.xml,761,2460.18,2461.24,he wants to buy you! 
8989,5544574287152993687.xml,762,2462.0,2463.12,The auction at the Vic tonight? 
8990,5544574287152993687.xml,763,2463.13,2466.04,"No, no,  I never even said I was going. So? Typical bloke, he just assumes."
8991,5544574287152993687.xml,764,2466.05,2471.0,"Oh, come on, darlin',  he's making an effort in' he?"
8992,5544574287152993687.xml,765,2471.01,2474.06,
8993,5544574287152993687.xml,766,2474.07,2475.03,
8994,5544574287152993687.xml,767,2475.04,2477.06,You sure you're all right to have  the kids? You look a bit tired.
8995,5544574287152993687.xml,768,2477.07,2479.12,"Yeah look I'm fine, don't worry  about me. What's that smell?"
8996,5544574287152993687.xml,769,2479.13,2482.0,
8997,5544574287152993687.xml,770,2482.01,2484.0,
8998,5544574287152993687.xml,771,2484.01,2484.05,
8999,5544574287152993687.xml,772,2484.06,2487.17,
9000,5544574287152993687.xml,773,2487.18,2490.1,
9001,5544574287152993687.xml,774,2490.11,2491.08,Are you jokin'? 
9002,5544574287152993687.xml,775,2491.09,2495.13,"I hardly had any.  What?  What, you mean this ain't just him?"
9003,5544574287152993687.xml,776,2495.14,2496.1,
9004,5544574287152993687.xml,777,2496.11,2497.09,
9005,5544574287152993687.xml,778,2497.1,2499.06,
9006,5544574287152993687.xml,779,2499.07,2504.2,"My mum,  stoned in the middle of the day! Please, Bianca, don't think  badly of me. I couldn't bear it, I love you. Oh, shut up!"
9007,5544574287152993687.xml,780,2504.21,2505.19,
9008,5544574287152993687.xml,781,2505.2,2506.2,
9009,5544574287152993687.xml,782,2506.21,2511.22,Now I know you're off your head!  Can you please just stop shouting.
9010,5544574287152993687.xml,783,2511.23,2514.16,"No, Mum, I'm worried about you.  And you can't blame me, after  everything that's happened."
9011,5544574287152993687.xml,784,2514.17,2520.17,"Your son, my brother, drinks himself  to death, and you're doing drugs."
9012,5544574287152993687.xml,785,2520.18,2526.1,A couple of weeks ago  you wanted to top yourself. I feel like I don't know you  any more. It just scares me.
9013,5544574287152993687.xml,786,2526.11,2528.09,"I'm sorry, love. I don't want you to  worry about me. You don't have to."
9014,5544574287152993687.xml,787,2528.1,2530.02,
9015,5544574287152993687.xml,788,2530.03,2542.06,"You need a coffee.  No, I need you to understand something. Understand what?  The truth, about Connor. I already know what  you're gonna say. Do ya?"
9016,5544574287152993687.xml,789,2542.07,2545.1,"He might not have stuck it in your  gob, but he brought it here."
9017,5544574287152993687.xml,790,2545.11,2547.06,
9018,5544574287152993687.xml,791,2547.07,2550.22,"No, you don't get it.  No I don't! And I don't want to,  and I never will."
9019,5544574287152993687.xml,792,2550.23,2552.07,
9020,5544574287152993687.xml,793,2552.08,2553.23,"But whatever's happened,  THAT is not gonna help you, is it!"
9021,5544574287152993687.xml,794,2553.24,2557.03,"I'm gonna get Pat  to have the kids tonight,"
9022,5544574287152993687.xml,795,2557.04,2559.14,
9023,5544574287152993687.xml,796,2559.15,2561.18,you're coming to the Vic.  Maybe getting some fresh air'll help you clear that stupid head of yours.
9024,5544574287152993687.xml,797,2561.19,2562.04,
9025,5544574287152993687.xml,798,2562.05,2563.19,
9026,5544574287152993687.xml,799,2563.2,2566.09,
9027,5544574287152993687.xml,800,2566.1,2568.03,
9028,5544574287152993687.xml,801,2568.04,2575.21,Nice shot.  Prepare to be seven-balled. Again.
9029,5544574287152993687.xml,802,2575.22,2577.07,
9030,5544574287152993687.xml,803,2577.08,2579.2,"Nice one, you like the table then?  Yeah it's the dog's!"
9031,5544574287152993687.xml,804,2579.21,2581.17,"Well, that room you want. Seeing  as you worked so hard, it's yours."
9032,5544574287152993687.xml,805,2581.18,2582.22,
9033,5544574287152993687.xml,806,2582.23,2593.02,"Yeah? Cheers, Phil.  Well, come on then, you got some unpacking to do, in't ya. Yeah. "
9034,5544574287152993687.xml,807,2593.03,2598.01,"So where am I, then?  You, Billy, are going with the  rest of your stuff. Out the door."
9035,5544574287152993687.xml,808,2598.02,2601.01,I don't get it.  You're a grass.
9036,5544574287152993687.xml,809,2601.02,2602.21,
9037,5544574287152993687.xml,810,2602.22,2605.22,"Glenda knows  where Roxy's money went. No, no, Phil, I didn't grass.  She worked that one out for herself."
9038,5544574287152993687.xml,811,2605.23,2607.01,
9039,5544574287152993687.xml,812,2607.02,2608.17,"You're useless, Billy,  you know that. Come on, please, Phil, I'm begging you!"
9040,5544574287152993687.xml,813,2608.18,2613.01,"What about Jay?  Well, he can stay, he ain't done anything wrong, has he."
9041,5544574287152993687.xml,814,2613.02,2622.24,"I saved your life a couple of months  ago. You forgot that already? I run into a burning pub to get you  out, because you were so out of it"
9042,5544574287152993687.xml,815,2623.0,2625.15,you didn't even know your own name. 
9043,5544574287152993687.xml,816,2625.16,2630.05,"Most people would've left you there.  I should have left you there,  the way you treat me over the years! But I didn't, did I."
9044,5544574287152993687.xml,817,2630.06,2634.04,
9045,5544574287152993687.xml,818,2634.05,2639.01,"I went back in there and I dragged  you out, like the mug that I am."
9046,5544574287152993687.xml,819,2639.02,2640.15,"Well, I wish  I hadn't've bothered now."
9047,5544574287152993687.xml,820,2640.16,2641.23,
9048,5544574287152993687.xml,821,2641.24,2644.03,All right all right. 
9049,5544574287152993687.xml,822,2644.04,2646.0,
9050,5544574287152993687.xml,823,2646.01,2646.05,
9051,5544574287152993687.xml,824,2646.06,2647.19,You can have the box room. 
9052,5544574287152993687.xml,825,2647.2,2649.23,
9053,5544574287152993687.xml,826,2649.24,2651.19,Cheers. 
9054,5544574287152993687.xml,827,2651.2,2653.24,
9055,5544574287152993687.xml,828,2654.0,2654.22,
9056,5544574287152993687.xml,829,2654.23,2656.1,So you don't know  when her mother died?
9057,5544574287152993687.xml,830,2656.11,2665.05,Some time ago. They only  recently moved back to London. Ah. And what hospital does her father  work at?
9058,5544574287152993687.xml,831,2665.06,2666.17,"It's just Afia said that her father  was a surgeon. I thought he was a GP, but if that's what Afia said..."
9059,5544574287152993687.xml,832,2666.18,2671.21,
9060,5544574287152993687.xml,833,2671.22,2676.19,"Never mind.  And she's an only child, is she? "
9061,5544574287152993687.xml,834,2676.2,2682.01,"As far as I'm aware.  Honestly, Zainab, why are you so  worried? Who says I'm worried? In any case, there's no need."
9062,5544574287152993687.xml,835,2682.02,2686.12,I seriously doubt Afia's father would  find Tamwar suitable. And why's that?
9063,5544574287152993687.xml,836,2686.13,2688.21,
9064,5544574287152993687.xml,837,2688.22,2691.08,I've said too much. 
9065,5544574287152993687.xml,838,2691.09,2693.01,
9066,5544574287152993687.xml,839,2693.02,2696.03,"Well, I hear his family  is very wealthy."
9067,5544574287152993687.xml,840,2696.04,2698.04,
9068,5544574287152993687.xml,841,2698.05,2700.04,"So you see, he probably has many men  in mind for Afia already"
9069,5544574287152993687.xml,842,2700.05,2701.1,
9070,5544574287152993687.xml,843,2701.11,2705.01,"who are, well, let's just say,  at a financial level far closer to his own."
9071,5544574287152993687.xml,844,2705.02,2708.2,
9072,5544574287152993687.xml,845,2708.21,2709.11,
9073,5544574287152993687.xml,846,2709.12,2711.15,"Alfie, any word from Stace? "
9074,5544574287152993687.xml,847,2711.16,2713.03,
9075,5544574287152993687.xml,848,2713.04,2716.17,"Nah, sorry mate, nothing. "
9076,5544574287152993687.xml,849,2716.18,2720.24,
9077,5544574287152993687.xml,850,2721.0,2723.17,Do you know when she'll be back?  No. I need to know where she's staying.
9078,5544574287152993687.xml,851,2723.18,2724.09,
9079,5544574287152993687.xml,852,2724.1,2727.13,Then we can arrange for a local  social worker to check on her.
9080,5544574287152993687.xml,853,2727.14,2729.11,
9081,5544574287152993687.xml,854,2729.12,2730.02,"I'll ask her to call you, yeah?  Please do."
9082,5544574287152993687.xml,855,2730.03,2731.08,
9083,5544574287152993687.xml,856,2731.09,2735.17,
9084,5544574287152993687.xml,857,2735.18,2737.04,Tamwar? 
9085,5544574287152993687.xml,858,2737.05,2740.19,"Before you start, I'm going  on my own, and you can't stop me."
9086,5544574287152993687.xml,859,2740.2,2743.22,"Well, if you've made your mind up,  then there's nothing I can do, is there?"
9087,5544574287152993687.xml,860,2743.23,2750.15,"Since when?  Since when, what? Since when is there nothing you can  do? You can always do something."
9088,5544574287152993687.xml,861,2750.16,2756.21,"If I seemed  unsupportive earlier then I apologise for that, all right?"
9089,5544574287152993687.xml,862,2756.22,2760.11,Nothing is more important to me  than your happiness.
9090,5544574287152993687.xml,863,2760.12,2763.17,Nothing at all. 
9091,5544574287152993687.xml,864,2763.18,2765.03,So...  So?
9092,5544574287152993687.xml,865,2765.04,2767.16,
9093,5544574287152993687.xml,866,2767.17,2771.04,"So none of these will do, will they?  We're going to have to go out  and buy you something new."
9094,5544574287152993687.xml,867,2771.05,2776.21,Peter! I heard you and your dad  talking this morning.
9095,5544574287152993687.xml,868,2776.22,2783.11,"Relax. I ain't got a problem  with it. You don't?  No. After all these years, I'm flattered  my husband wants to buy me."
9096,5544574287152993687.xml,869,2783.12,2783.16,
9097,5544574287152993687.xml,870,2783.17,2784.13,
9098,5544574287152993687.xml,871,2784.14,2786.02,Buy you? 
9099,5544574287152993687.xml,872,2786.03,2787.11,"In the Vic auction. That's what  he was trying to keep from me, isn't it?"
9100,5544574287152993687.xml,873,2787.12,2789.08,
9101,5544574287152993687.xml,874,2789.09,2790.14,"Yeah, no, no, exactly, yeah. "
9102,5544574287152993687.xml,875,2790.15,2794.15,
9103,5544574287152993687.xml,876,2794.16,2796.0,"Thanks, Peter.  You've been very helpful."
9104,5544574287152993687.xml,877,2796.01,2802.01,"No, Jane, come on...  Please. don't. You shouldn't have to  go through this charade."
9105,5544574287152993687.xml,878,2802.02,2805.1,
9106,5544574287152993687.xml,879,2805.11,2806.07,Neither should I. 
9107,5544574287152993687.xml,880,2806.08,2806.16,
9108,5544574287152993687.xml,881,2806.17,2810.08,"Oh, fantastic, you can  hold the fort for us, love."
9109,5544574287152993687.xml,882,2810.09,2811.12,I'm here to see you.  You can see me at home.
9110,5544574287152993687.xml,883,2811.13,2813.09,
9111,5544574287152993687.xml,884,2813.1,2814.0,"Bianca's gone AWOL and I need you  here, love. It's your wifely duty. It's my what? Won't be long."
9112,5544574287152993687.xml,885,2814.01,2815.02,
9113,5544574287152993687.xml,886,2815.03,2818.07,
9114,5544574287152993687.xml,887,2818.08,2830.21,
9115,5544574287152993687.xml,888,2830.22,2832.0,Everything sorted? 
9116,5544574287152993687.xml,889,2832.01,2834.11,
9117,5544574287152993687.xml,890,2834.12,2835.17,
9118,5544574287152993687.xml,891,2835.18,2837.07,
9119,5544574287152993687.xml,892,2837.08,2838.15,"You're coming to that  auction with the rest of us. Denise, I just don't feel like it."
9120,5544574287152993687.xml,893,2838.16,2840.13,
9121,5544574287152993687.xml,894,2840.14,2843.04,No? Tough! Cos if 
9122,5544574287152993687.xml,895,2843.05,2849.09,"Ian's too stupid to bid for  you, maybe someone else will. See how he likes that."
9123,5544574287152993687.xml,896,2849.1,2850.17,"Right, come on,  you're gonna get Marie in."
9124,5544574287152993687.xml,897,2850.18,2851.15,
9125,5544574287152993687.xml,898,2851.16,2852.19,"Here y'are, call her now. "
9126,5544574287152993687.xml,899,2852.2,2854.17,
9127,5544574287152993687.xml,900,2854.18,2856.17,"Staying here, you're just  letting him win."
9128,5544574287152993687.xml,901,2856.18,2863.13,
9129,5544574287152993687.xml,902,2863.14,2867.02,
9130,5544574287152993687.xml,903,2867.03,2874.1,Idiots. 
9131,5544574287152993687.xml,904,2874.11,2898.19,"How much d'you need?  All right, I'll see what I can do. Listen, Stace, don't forget to ring  that social worker, all right? All right. See ya later, babe, bye. "
9132,5544574287152993687.xml,905,2898.2,2900.07,"It's not like we can't afford it.  It's not about the money, Kat, all right?"
9133,5544574287152993687.xml,906,2900.08,2903.13,
9134,5544574287152993687.xml,907,2903.14,2908.0,He's been asking after her again.  Poor bloke's pulling his hair out with worry. It's not my problem... 
9135,5544574287152993687.xml,908,2908.01,2908.24,
9136,5544574287152993687.xml,909,2909.0,2919.1,"One bunk up with Stace don't  make him dad of the year! Yeah I know, but...  Stacey's asked for my help, no questions asked, and that's what I'm doing."
9137,5544574287152993687.xml,910,2919.11,2921.21,You breathe a word  of this to Ryan...
9138,5544574287152993687.xml,911,2921.22,2926.13,"Yeah, chop my knackers off and sell  'em to Pat as earrings, yeah I know. I'll tell Stacey that  he's been asking after her."
9139,5544574287152993687.xml,912,2926.14,2929.08,"What she does after that is  up to her, all right?"
9140,5544574287152993687.xml,913,2929.09,2934.07,
9141,5544574287152993687.xml,914,2934.08,2935.06,
9142,5544574287152993687.xml,915,2935.07,2941.12,
9143,5544574287152993687.xml,916,2941.13,2946.02,
9144,5544574287152993687.xml,917,2946.03,2954.19,"I still think the frilly shirt  was more me. Don't be ridiculous,  you looked like a magician!"
9145,5544574287152993687.xml,918,2954.2,2961.03,"No, this is definitely the one.  You know, in this, you look like  everything that he could possibly wish for in a potential son-in-law."
9146,5544574287152993687.xml,919,2961.04,2976.05,"Potential son-in-law?  No pressure. Perfect, and do  something with your hair, OK? Make sure it doesn't stick up...  I'll be late, Mum! Yes, all right. DOORBELL  Oh, no, that'll be the girls and I haven't got a single thing ready."
9147,5544574287152993687.xml,920,2976.06,2978.19,
9148,5544574287152993687.xml,921,2978.2,2980.17,"OK, look, you go upstairs and get  changed, OK. While I let them in."
9149,5544574287152993687.xml,922,2980.18,2981.11,
9150,5544574287152993687.xml,923,2981.12,2983.13,"Go on, go on, go on, chop chop. "
9151,5544574287152993687.xml,924,2983.14,2988.16,
9152,5544574287152993687.xml,925,2988.17,2993.13,"Come in, ladies, come in come in.  What's that?  My cosmetics."
9153,5544574287152993687.xml,926,2993.14,2994.14,Surprised you could fit  a cement mixer in there.
9154,5544574287152993687.xml,927,2994.15,2995.17,
9155,5544574287152993687.xml,928,2995.18,3000.1,"I'm going to have  to search your bags. In case there's booze.  And if you've got nothing to hide,  you won't mind me checking, will you. Open."
9156,5544574287152993687.xml,929,3000.11,3013.18,"All right, yours.  Whitney, I am disappointed in you.  She made me.  No, I didn't. Yes, you did! Excuse me. Shoes off before you go through. "
9157,5544574287152993687.xml,930,3013.19,3018.06,I knew we should've got ready  round my house.
9158,5544574287152993687.xml,931,3018.07,3019.14,
9159,5544574287152993687.xml,932,3019.15,3023.12,"All right, room for one more then? "
9160,5544574287152993687.xml,933,3023.13,3026.18,Of course. 
9161,5544574287152993687.xml,934,3026.19,3031.03,I will need to check your bags. 
