,file,shot_id,start,end,start_s,end_s,duration
10782,5544620672795594434.mp4,504,00:27:23:04,00:27:28:24,1643.04,1648.24,5.2000000000000455
10783,5544620672795594434.mp4,505,00:27:29:00,00:27:30:10,1649.0,1650.1,1.099999999999909
10784,5544620672795594434.mp4,506,00:27:30:11,00:27:31:16,1650.11,1651.16,1.050000000000182
10785,5544620672795594434.mp4,507,00:27:31:17,00:27:32:17,1651.17,1652.17,1.0
10786,5544620672795594434.mp4,508,00:27:32:18,00:27:35:14,1652.18,1655.14,2.9600000000000364
10787,5544620672795594434.mp4,509,00:27:35:15,00:27:38:15,1655.15,1658.15,3.0
10788,5544620672795594434.mp4,510,00:27:38:16,00:27:38:19,1658.16,1658.19,0.029999999999972715
10789,5544620672795594434.mp4,511,00:27:38:20,00:27:40:01,1658.2,1660.01,1.8099999999999454
10790,5544620672795594434.mp4,512,00:27:40:02,00:27:43:17,1660.02,1663.17,3.150000000000091
10791,5544620672795594434.mp4,513,00:27:43:18,00:27:48:12,1663.18,1668.12,4.939999999999827
10792,5544620672795594434.mp4,514,00:27:48:13,00:27:51:04,1668.13,1671.04,2.9099999999998545
10793,5544620672795594434.mp4,515,00:27:51:05,00:27:52:23,1671.05,1672.23,1.1800000000000637
10794,5544620672795594434.mp4,516,00:27:52:24,00:27:58:06,1672.24,1678.06,5.819999999999936
10795,5544620672795594434.mp4,517,00:27:58:07,00:28:01:09,1678.07,1681.09,3.019999999999982
10796,5544620672795594434.mp4,518,00:28:01:10,00:28:03:10,1681.1,1683.1,2.0
10797,5544620672795594434.mp4,519,00:28:03:11,00:28:08:10,1683.11,1688.1,4.990000000000009
10798,5544620672795594434.mp4,520,00:28:08:11,00:28:11:01,1688.11,1691.01,2.900000000000091
10799,5544620672795594434.mp4,521,00:28:11:02,00:28:12:23,1691.02,1692.23,1.2100000000000364
10800,5544620672795594434.mp4,522,00:28:12:24,00:28:15:09,1692.24,1695.09,2.849999999999909
10801,5544620672795594434.mp4,523,00:28:15:10,00:28:17:13,1695.1,1697.13,2.0300000000002
10802,5544620672795594434.mp4,524,00:28:17:14,00:28:20:07,1697.14,1700.07,2.9299999999998363
10803,5544620672795594434.mp4,525,00:28:20:08,00:28:22:08,1700.08,1702.08,2.0
10804,5544620672795594434.mp4,526,00:28:22:09,00:28:24:05,1702.09,1704.05,1.9600000000000364
10805,5544620672795594434.mp4,527,00:28:24:06,00:28:38:02,1704.06,1718.02,13.960000000000036
10806,5544620672795594434.mp4,528,00:28:38:03,00:28:39:10,1718.03,1719.1,1.0699999999999363
10807,5544620672795594434.mp4,529,00:28:39:11,00:28:40:00,1719.11,1720.0,0.8900000000001
10808,5544620672795594434.mp4,530,00:28:40:01,00:28:41:24,1720.01,1721.24,1.2300000000000182
10809,5544620672795594434.mp4,531,00:28:42:00,00:28:44:15,1722.0,1724.15,2.150000000000091
10810,5544620672795594434.mp4,532,00:28:44:16,00:29:04:00,1724.16,1744.0,19.839999999999918
10811,5544620672795594434.mp4,533,00:29:04:01,00:29:10:05,1744.01,1750.05,6.039999999999964
10812,5544620672795594434.mp4,534,00:29:10:06,00:29:12:19,1750.06,1752.19,2.130000000000109
10813,5544620672795594434.mp4,535,00:29:12:20,00:29:14:18,1752.2,1754.18,1.9800000000000182
10814,5544620672795594434.mp4,536,00:29:14:19,00:29:16:22,1754.19,1756.22,2.0299999999999727
10815,5544620672795594434.mp4,537,00:29:16:23,00:29:21:13,1756.23,1761.13,4.900000000000091
10816,5544620672795594434.mp4,538,00:29:21:14,00:29:23:12,1761.14,1763.12,1.9799999999997908
10817,5544620672795594434.mp4,539,00:29:23:13,00:29:34:07,1763.13,1774.07,10.939999999999827
10818,5544620672795594434.mp4,540,00:29:34:08,00:29:37:00,1774.08,1777.0,2.9200000000000728
10819,5544620672795594434.mp4,541,00:29:37:01,00:30:00:14,1777.01,1800.14,23.13000000000011
10820,5544620672795594434.mp4,542,00:30:00:15,00:30:14:06,1800.15,1814.06,13.909999999999854
10821,5544620672795594434.mp4,543,00:30:14:07,00:30:15:12,1814.07,1815.12,1.0499999999999545
10822,5544620672795594434.mp4,544,00:30:15:13,00:30:15:20,1815.13,1815.2,0.06999999999993634
10823,5544620672795594434.mp4,545,00:30:15:21,00:30:16:22,1815.21,1816.22,1.009999999999991
10824,5544620672795594434.mp4,546,00:30:16:23,00:30:20:14,1816.23,1820.14,3.910000000000082
10825,5544620672795594434.mp4,547,00:30:20:15,00:30:23:12,1820.15,1823.12,2.9699999999998
10826,5544620672795594434.mp4,548,00:30:23:13,00:30:24:21,1823.13,1824.21,1.0799999999999272
10827,5544620672795594434.mp4,549,00:30:24:22,00:30:26:09,1824.22,1826.09,1.8699999999998909
10828,5544620672795594434.mp4,550,00:30:26:10,00:30:27:19,1826.1,1827.19,1.0900000000001455
10829,5544620672795594434.mp4,551,00:30:27:20,00:30:29:01,1827.2,1829.01,1.8099999999999454
10830,5544620672795594434.mp4,552,00:30:29:02,00:30:30:13,1829.02,1830.13,1.1100000000001273
10831,5544620672795594434.mp4,553,00:30:30:14,00:30:31:01,1830.14,1831.01,0.8699999999998909
10832,5544620672795594434.mp4,554,00:30:31:02,00:30:32:14,1831.02,1832.14,1.1200000000001182
10833,5544620672795594434.mp4,555,00:30:32:15,00:30:34:00,1832.15,1834.0,1.849999999999909
10834,5544620672795594434.mp4,556,00:30:34:01,00:30:40:14,1834.01,1840.14,6.130000000000109
10835,5544620672795594434.mp4,557,00:30:40:15,00:30:41:12,1840.15,1841.12,0.9699999999997999
10836,5544620672795594434.mp4,558,00:30:41:13,00:30:42:13,1841.13,1842.13,1.0
10837,5544620672795594434.mp4,559,00:30:42:14,00:30:52:03,1842.14,1852.03,9.889999999999873
10838,5547193787702629969.mp4,1,00:00:00:00,00:00:04:13,0.0,4.13,4.13
10839,5547193787702629969.mp4,2,00:00:04:14,00:00:06:03,4.14,6.03,1.8900000000000006
10840,5547193787702629969.mp4,3,00:00:06:04,00:00:06:13,6.04,6.13,0.08999999999999986
10841,5547193787702629969.mp4,4,00:00:06:14,00:00:07:00,6.14,7.0,0.8600000000000003
10842,5547193787702629969.mp4,5,00:00:07:01,00:00:07:14,7.01,7.14,0.1299999999999999
10843,5547193787702629969.mp4,6,00:00:07:15,00:00:29:08,7.15,29.08,21.93
10844,5547193787702629969.mp4,7,00:00:29:09,00:00:31:10,29.09,31.1,2.0100000000000016
10845,5547193787702629969.mp4,8,00:00:31:11,00:00:32:20,31.11,32.2,1.0900000000000034
10846,5547193787702629969.mp4,9,00:00:32:21,00:00:34:06,32.21,34.06,1.8500000000000014
10847,5547193787702629969.mp4,10,00:00:34:07,00:00:34:15,34.07,34.15,0.0799999999999983
10848,5547193787702629969.mp4,11,00:00:34:16,00:00:37:11,34.16,37.11,2.950000000000003
10849,5547193787702629969.mp4,12,00:00:37:12,00:00:39:08,37.12,39.08,1.9600000000000009
10850,5547193787702629969.mp4,13,00:00:39:09,00:00:41:16,39.09,41.16,2.069999999999993
10851,5547193787702629969.mp4,14,00:00:41:17,00:00:44:07,41.17,44.07,2.8999999999999986
10852,5547193787702629969.mp4,15,00:00:44:08,00:00:46:14,44.08,46.14,2.0600000000000023
10853,5547193787702629969.mp4,16,00:00:46:15,00:00:51:03,46.15,51.03,4.880000000000003
10854,5547193787702629969.mp4,17,00:00:51:04,00:00:56:05,51.04,56.05,5.009999999999998
10855,5547193787702629969.mp4,18,00:00:56:06,00:01:01:22,56.06,61.22,5.159999999999997
10856,5547193787702629969.mp4,19,00:01:01:23,00:01:02:24,61.23,62.24,1.0100000000000051
10857,5547193787702629969.mp4,20,00:01:03:00,00:01:03:23,63.0,63.23,0.22999999999999687
10858,5547193787702629969.mp4,21,00:01:03:24,00:01:05:07,63.24,65.07,1.8299999999999912
10859,5547193787702629969.mp4,22,00:01:05:08,00:01:07:06,65.08,67.06,1.980000000000004
10860,5547193787702629969.mp4,23,00:01:07:07,00:01:13:01,67.07,73.01,5.940000000000012
10861,5547193787702629969.mp4,24,00:01:13:02,00:01:14:10,73.02,74.1,1.0799999999999983
10862,5547193787702629969.mp4,25,00:01:14:11,00:01:16:02,74.11,76.02,1.9099999999999966
10863,5547193787702629969.mp4,26,00:01:16:03,00:01:17:05,76.03,77.05,1.019999999999996
10864,5547193787702629969.mp4,27,00:01:17:06,00:01:22:11,77.06,82.11,5.049999999999997
10865,5547193787702629969.mp4,28,00:01:22:12,00:01:23:19,82.12,83.19,1.0699999999999932
10866,5547193787702629969.mp4,29,00:01:23:20,00:01:27:24,83.2,87.24,4.039999999999992
10867,5547193787702629969.mp4,30,00:01:28:00,00:01:28:23,88.0,88.23,0.23000000000000398
10868,5547193787702629969.mp4,31,00:01:28:24,00:01:29:13,88.24,89.13,0.8900000000000006
10869,5547193787702629969.mp4,32,00:01:29:14,00:01:29:19,89.14,89.19,0.04999999999999716
10870,5547193787702629969.mp4,33,00:01:29:20,00:01:31:01,89.2,91.01,1.8100000000000023
10871,5547193787702629969.mp4,34,00:01:31:02,00:01:31:23,91.02,91.23,0.21000000000000796
10872,5547193787702629969.mp4,35,00:01:31:24,00:01:33:09,91.24,93.09,1.8500000000000085
10873,5547193787702629969.mp4,36,00:01:33:10,00:01:35:01,93.1,95.01,1.9100000000000108
10874,5547193787702629969.mp4,37,00:01:35:02,00:01:36:19,95.02,96.19,1.1700000000000017
10875,5547193787702629969.mp4,38,00:01:36:20,00:01:56:05,96.2,116.05,19.849999999999994
10876,5547193787702629969.mp4,39,00:01:56:06,00:01:57:21,116.06,117.21,1.1499999999999915
10877,5547193787702629969.mp4,40,00:01:57:22,00:02:06:23,117.22,126.23,9.010000000000005
10878,5547193787702629969.mp4,41,00:02:06:24,00:02:08:16,126.24,128.16,1.9200000000000017
10879,5547193787702629969.mp4,42,00:02:08:17,00:02:20:07,128.17,140.07,11.900000000000006
10880,5547193787702629969.mp4,43,00:02:20:08,00:02:32:00,140.08,152.0,11.919999999999987
10881,5547193787702629969.mp4,44,00:02:32:01,00:02:34:00,152.01,154.0,1.990000000000009
10882,5547193787702629969.mp4,45,00:02:34:01,00:02:41:24,154.01,161.24,7.230000000000018
10883,5547193787702629969.mp4,46,00:02:42:00,00:02:54:01,162.0,174.01,12.009999999999991
10884,5547193787702629969.mp4,47,00:02:54:02,00:02:55:15,174.02,175.15,1.1299999999999955
10885,5547193787702629969.mp4,48,00:02:55:16,00:02:57:12,175.16,177.12,1.960000000000008
10886,5547193787702629969.mp4,49,00:02:57:13,00:03:00:21,177.13,180.21,3.0800000000000125
10887,5547193787702629969.mp4,50,00:03:00:22,00:03:03:21,180.22,183.21,2.990000000000009
10888,5547193787702629969.mp4,51,00:03:03:22,00:03:04:14,183.22,184.14,0.9199999999999875
10889,5547193787702629969.mp4,52,00:03:04:15,00:03:10:20,184.15,190.2,6.049999999999983
10890,5547193787702629969.mp4,53,00:03:10:21,00:03:14:09,190.21,194.09,3.8799999999999955
10891,5547193787702629969.mp4,54,00:03:14:10,00:03:17:08,194.1,197.08,2.980000000000018
10892,5547193787702629969.mp4,55,00:03:17:09,00:03:20:10,197.09,200.1,3.009999999999991
10893,5547193787702629969.mp4,56,00:03:20:11,00:03:21:12,200.11,201.12,1.009999999999991
10894,5547193787702629969.mp4,57,00:03:21:13,00:03:23:02,201.13,203.02,1.8900000000000148
10895,5547193787702629969.mp4,58,00:03:23:03,00:03:26:10,203.03,206.1,3.069999999999993
10896,5547193787702629969.mp4,59,00:03:26:11,00:03:26:21,206.11,206.21,0.09999999999999432
10897,5547193787702629969.mp4,60,00:03:26:22,00:03:27:13,206.22,207.13,0.9099999999999966
10898,5547193787702629969.mp4,61,00:03:27:14,00:03:29:02,207.14,209.02,1.8800000000000239
10899,5547193787702629969.mp4,62,00:03:29:03,00:03:32:11,209.03,212.11,3.0800000000000125
10900,5547193787702629969.mp4,63,00:03:32:12,00:03:34:08,212.12,214.08,1.960000000000008
10901,5547193787702629969.mp4,64,00:03:34:09,00:03:35:11,214.09,215.11,1.0200000000000102
10902,5547193787702629969.mp4,65,00:03:35:12,00:03:40:09,215.12,220.09,4.969999999999999
10903,5547193787702629969.mp4,66,00:03:40:10,00:03:46:24,220.1,226.24,6.140000000000015
10904,5547193787702629969.mp4,67,00:03:47:00,00:03:47:22,227.0,227.22,0.21999999999999886
10905,5547193787702629969.mp4,68,00:03:47:23,00:03:48:07,227.23,228.07,0.8400000000000034
10906,5547193787702629969.mp4,69,00:03:48:08,00:03:49:11,228.08,229.11,1.0300000000000011
10907,5547193787702629969.mp4,70,00:03:49:12,00:03:50:20,229.12,230.2,1.079999999999984
10908,5547193787702629969.mp4,71,00:03:50:21,00:03:51:09,230.21,231.09,0.8799999999999955
10909,5547193787702629969.mp4,72,00:03:51:10,00:03:52:04,231.1,232.04,0.9399999999999977
10910,5547193787702629969.mp4,73,00:03:52:05,00:03:57:06,232.05,237.06,5.009999999999991
10911,5547193787702629969.mp4,74,00:03:57:07,00:03:59:21,237.07,239.21,2.140000000000015
10912,5547193787702629969.mp4,75,00:03:59:22,00:04:00:18,239.22,240.18,0.960000000000008
10913,5547193787702629969.mp4,76,00:04:00:19,00:04:01:03,240.19,241.03,0.8400000000000034
10914,5547193787702629969.mp4,77,00:04:01:04,00:04:02:16,241.04,242.16,1.1200000000000045
10915,5547193787702629969.mp4,78,00:04:02:17,00:04:14:05,242.17,254.05,11.880000000000024
10916,5547193787702629969.mp4,79,00:04:14:06,00:04:15:09,254.06,255.09,1.0300000000000011
10917,5547193787702629969.mp4,80,00:04:15:10,00:04:19:19,255.1,259.19,4.090000000000003
10918,5547193787702629969.mp4,81,00:04:19:20,00:04:20:18,259.2,260.18,0.9800000000000182
10919,5547193787702629969.mp4,82,00:04:20:19,00:04:21:21,260.19,261.21,1.0199999999999818
10920,5547193787702629969.mp4,83,00:04:21:22,00:04:23:05,261.22,263.05,1.829999999999984
10921,5547193787702629969.mp4,84,00:04:23:06,00:04:27:07,263.06,267.07,4.009999999999991
10922,5547193787702629969.mp4,85,00:04:27:08,00:04:29:12,267.08,269.12,2.0400000000000205
10923,5547193787702629969.mp4,86,00:04:29:13,00:04:31:05,269.13,271.05,1.920000000000016
10924,5547193787702629969.mp4,87,00:04:31:06,00:04:32:12,271.06,272.12,1.0600000000000023
10925,5547193787702629969.mp4,88,00:04:32:13,00:04:33:16,272.13,273.16,1.0300000000000296
10926,5547193787702629969.mp4,89,00:04:33:17,00:04:34:23,273.17,274.23,1.0600000000000023
10927,5547193787702629969.mp4,90,00:04:34:24,00:04:36:17,274.24,276.17,1.9300000000000068
10928,5547193787702629969.mp4,91,00:04:36:18,00:04:38:04,276.18,278.04,1.8600000000000136
10929,5547193787702629969.mp4,92,00:04:38:05,00:04:40:10,278.05,280.1,2.0500000000000114
10930,5547193787702629969.mp4,93,00:04:40:11,00:04:41:11,280.11,281.11,1.0
10931,5547193787702629969.mp4,94,00:04:41:12,00:04:45:04,281.12,285.04,3.920000000000016
10932,5547193787702629969.mp4,95,00:04:45:05,00:04:45:14,285.05,285.14,0.08999999999997499
10933,5547193787702629969.mp4,96,00:04:45:15,00:04:49:05,285.15,289.05,3.900000000000034
10934,5547193787702629969.mp4,97,00:04:49:06,00:04:50:09,289.06,290.09,1.0299999999999727
10935,5547193787702629969.mp4,98,00:04:50:10,00:04:53:00,290.1,293.0,2.8999999999999773
10936,5547193787702629969.mp4,99,00:04:53:01,00:04:59:08,293.01,299.08,6.069999999999993
10937,5547193787702629969.mp4,100,00:04:59:09,00:05:00:18,299.09,300.18,1.0900000000000318
10938,5547193787702629969.mp4,101,00:05:00:19,00:05:19:11,300.19,319.11,18.920000000000016
10939,5547193787702629969.mp4,102,00:05:19:12,00:05:21:20,319.12,321.2,2.079999999999984
10940,5547193787702629969.mp4,103,00:05:21:21,00:05:23:19,321.21,323.19,1.9800000000000182
10941,5547193787702629969.mp4,104,00:05:23:20,00:05:27:17,323.2,327.17,3.9700000000000273
10942,5547193787702629969.mp4,105,00:05:27:18,00:05:28:13,327.18,328.13,0.9499999999999886
10943,5547193787702629969.mp4,106,00:05:28:14,00:05:29:18,328.14,329.18,1.0400000000000205
10944,5547193787702629969.mp4,107,00:05:29:19,00:05:32:17,329.19,332.17,2.980000000000018
10945,5547193787702629969.mp4,108,00:05:32:18,00:05:33:23,332.18,333.23,1.0500000000000114
10946,5547193787702629969.mp4,109,00:05:33:24,00:05:35:17,333.24,335.17,1.9300000000000068
10947,5547193787702629969.mp4,110,00:05:35:18,00:05:38:21,335.18,338.21,3.0299999999999727
10948,5547193787702629969.mp4,111,00:05:38:22,00:05:40:17,338.22,340.17,1.9499999999999886
10949,5547193787702629969.mp4,112,00:05:40:18,00:05:41:24,340.18,341.24,1.0600000000000023
10950,5547193787702629969.mp4,113,00:05:42:00,00:05:44:01,342.0,344.01,2.009999999999991
10951,5547193787702629969.mp4,114,00:05:44:02,00:05:45:16,344.02,345.16,1.1400000000000432
10952,5547193787702629969.mp4,115,00:05:45:17,00:05:47:01,345.17,347.01,1.839999999999975
10953,5547193787702629969.mp4,116,00:05:47:02,00:05:48:08,347.02,348.08,1.0600000000000023
10954,5547193787702629969.mp4,117,00:05:48:09,00:05:50:21,348.09,350.21,2.1200000000000045
10955,5547193787702629969.mp4,118,00:05:50:22,00:05:53:04,350.22,353.04,2.819999999999993
10956,5547193787702629969.mp4,119,00:05:53:05,00:05:57:07,353.05,357.07,4.019999999999982
10957,5547193787702629969.mp4,120,00:05:57:08,00:05:58:18,357.08,358.18,1.1000000000000227
10958,5547193787702629969.mp4,121,00:05:58:19,00:05:59:13,358.19,359.13,0.9399999999999977
10959,5547193787702629969.mp4,122,00:05:59:14,00:06:00:18,359.14,360.18,1.0400000000000205
10960,5547193787702629969.mp4,123,00:06:00:19,00:06:01:14,360.19,361.14,0.9499999999999886
10961,5547193787702629969.mp4,124,00:06:01:15,00:06:03:14,361.15,363.14,1.990000000000009
10962,5547193787702629969.mp4,125,00:06:03:15,00:06:05:05,363.15,365.05,1.900000000000034
10963,5547193787702629969.mp4,126,00:06:05:06,00:06:10:06,365.06,370.06,5.0
10964,5547193787702629969.mp4,127,00:06:10:07,00:06:11:07,370.07,371.07,1.0
10965,5547193787702629969.mp4,128,00:06:11:08,00:06:14:09,371.08,374.09,3.009999999999991
10966,5547193787702629969.mp4,129,00:06:14:10,00:06:15:16,374.1,375.16,1.0600000000000023
10967,5547193787702629969.mp4,130,00:06:15:17,00:06:17:05,375.17,377.05,1.8799999999999955
10968,5547193787702629969.mp4,131,00:06:17:06,00:06:21:13,377.06,381.13,4.069999999999993
10969,5547193787702629969.mp4,132,00:06:21:14,00:06:23:12,381.14,383.12,1.9800000000000182
10970,5547193787702629969.mp4,133,00:06:23:13,00:06:24:22,383.13,384.22,1.0900000000000318
10971,5547193787702629969.mp4,134,00:06:24:23,00:06:27:11,384.23,387.11,2.8799999999999955
10972,5547193787702629969.mp4,135,00:06:27:12,00:06:30:16,387.12,390.16,3.0400000000000205
10973,5547193787702629969.mp4,136,00:06:30:17,00:06:34:01,390.17,394.01,3.839999999999975
10974,5547193787702629969.mp4,137,00:06:34:02,00:06:35:16,394.02,395.16,1.1400000000000432
10975,5547193787702629969.mp4,138,00:06:35:17,00:06:39:02,395.17,399.02,3.849999999999966
10976,5547193787702629969.mp4,139,00:06:39:03,00:06:40:08,399.03,400.08,1.0500000000000114
10977,5547193787702629969.mp4,140,00:06:40:09,00:06:41:10,400.09,401.1,1.0100000000000477
10978,5547193787702629969.mp4,141,00:06:41:11,00:06:42:07,401.11,402.07,0.9599999999999795
10979,5547193787702629969.mp4,142,00:06:42:08,00:06:43:09,402.08,403.09,1.009999999999991
10980,5547193787702629969.mp4,143,00:06:43:10,00:06:46:23,403.1,406.23,3.1299999999999955
10981,5547193787702629969.mp4,144,00:06:46:24,00:06:52:17,406.24,412.17,5.930000000000007
10982,5547193787702629969.mp4,145,00:06:52:18,00:06:54:23,412.18,414.23,2.0500000000000114
10983,5547193787702629969.mp4,146,00:06:54:24,00:06:57:02,414.24,417.02,2.7799999999999727
10984,5547193787702629969.mp4,147,00:06:57:03,00:07:02:19,417.03,422.19,5.160000000000025
10985,5547193787702629969.mp4,148,00:07:02:20,00:07:16:20,422.2,436.2,14.0
10986,5547193787702629969.mp4,149,00:07:16:21,00:07:31:04,436.21,451.04,14.830000000000041
10987,5547193787702629969.mp4,150,00:07:31:05,00:07:32:20,451.05,452.2,1.1499999999999773
10988,5547193787702629969.mp4,151,00:07:32:21,00:07:33:20,452.21,453.2,0.9900000000000091
10989,5547193787702629969.mp4,152,00:07:33:21,00:07:36:22,453.21,456.22,3.0100000000000477
10990,5547193787702629969.mp4,153,00:07:36:23,00:07:40:02,456.23,460.02,3.7899999999999636
10991,5547193787702629969.mp4,154,00:07:40:03,00:07:42:07,460.03,462.07,2.0400000000000205
10992,5547193787702629969.mp4,155,00:07:42:08,00:07:43:05,462.08,463.05,0.9700000000000273
10993,5547193787702629969.mp4,156,00:07:43:06,00:07:53:20,463.06,473.2,10.139999999999986
10994,5547193787702629969.mp4,157,00:07:53:21,00:07:56:15,473.21,476.15,2.9399999999999977
10995,5547193787702629969.mp4,158,00:07:56:16,00:08:02:08,476.16,482.08,5.919999999999959
10996,5547193787702629969.mp4,159,00:08:02:09,00:08:03:18,482.09,483.18,1.0900000000000318
10997,5547193787702629969.mp4,160,00:08:03:19,00:08:05:10,483.19,485.1,1.910000000000025
10998,5547193787702629969.mp4,161,00:08:05:11,00:08:06:16,485.11,486.16,1.0500000000000114
10999,5547193787702629969.mp4,162,00:08:06:17,00:08:07:24,486.17,487.24,1.0699999999999932
11000,5547193787702629969.mp4,163,00:08:08:00,00:08:13:09,488.0,493.09,5.089999999999975
11001,5547193787702629969.mp4,164,00:08:13:10,00:08:14:22,493.1,494.22,1.1200000000000045
11002,5547193787702629969.mp4,165,00:08:14:23,00:08:16:16,494.23,496.16,1.9300000000000068
11003,5547193787702629969.mp4,166,00:08:16:17,00:08:18:05,496.17,498.05,1.8799999999999955
11004,5547193787702629969.mp4,167,00:08:18:06,00:08:22:02,498.06,502.02,3.9599999999999795
11005,5547193787702629969.mp4,168,00:08:22:03,00:08:26:14,502.03,506.14,4.110000000000014
11006,5547193787702629969.mp4,169,00:08:26:15,00:08:29:12,506.15,509.12,2.9700000000000273
11007,5547193787702629969.mp4,170,00:08:29:13,00:08:33:03,509.13,513.03,3.8999999999999773
11008,5547193787702629969.mp4,171,00:08:33:04,00:08:35:03,513.04,515.03,1.990000000000009
11009,5547193787702629969.mp4,172,00:08:35:04,00:08:44:05,515.04,524.05,9.009999999999991
11010,5547193787702629969.mp4,173,00:08:44:06,00:08:46:04,524.06,526.04,1.9800000000000182
11011,5547193787702629969.mp4,174,00:08:46:05,00:08:50:12,526.05,530.12,4.07000000000005
11012,5547193787702629969.mp4,175,00:08:50:13,00:08:52:24,530.13,532.24,2.1100000000000136
11013,5547193787702629969.mp4,176,00:08:53:00,00:08:55:09,533.0,535.09,2.090000000000032
11014,5547193787702629969.mp4,177,00:08:55:10,00:08:58:16,535.1,538.16,3.0599999999999454
11015,5547193787702629969.mp4,178,00:08:58:17,00:08:59:20,538.17,539.2,1.0300000000000864
11016,5547193787702629969.mp4,179,00:08:59:21,00:09:01:04,539.21,541.04,1.8299999999999272
11017,5547193787702629969.mp4,180,00:09:01:05,00:09:04:03,541.05,544.03,2.980000000000018
11018,5547193787702629969.mp4,181,00:09:04:04,00:09:06:01,544.04,546.01,1.9700000000000273
11019,5547193787702629969.mp4,182,00:09:06:02,00:09:08:03,546.02,548.03,2.009999999999991
11020,5547193787702629969.mp4,183,00:09:08:04,00:09:09:19,548.04,549.19,1.150000000000091
11021,5547193787702629969.mp4,184,00:09:09:20,00:09:10:21,549.2,550.21,1.009999999999991
11022,5547193787702629969.mp4,185,00:09:10:22,00:09:12:09,550.22,552.09,1.8700000000000045
11023,5547193787702629969.mp4,186,00:09:12:10,00:09:13:20,552.1,553.2,1.1000000000000227
11024,5547193787702629969.mp4,187,00:09:13:21,00:09:14:24,553.21,554.24,1.0299999999999727
11025,5547193787702629969.mp4,188,00:09:15:00,00:09:16:15,555.0,556.15,1.1499999999999773
11026,5547193787702629969.mp4,189,00:09:16:16,00:09:18:00,556.16,558.0,1.8400000000000318
11027,5547193787702629969.mp4,190,00:09:18:01,00:09:21:10,558.01,561.1,3.090000000000032
11028,5547193787702629969.mp4,191,00:09:21:11,00:09:22:04,561.11,562.04,0.92999999999995
11029,5547193787702629969.mp4,192,00:09:22:05,00:09:23:22,562.05,563.22,1.1700000000000728
11030,5547193787702629969.mp4,193,00:09:23:23,00:09:26:03,563.23,566.03,2.7999999999999545
11031,5547193787702629969.mp4,194,00:09:26:04,00:09:27:21,566.04,567.21,1.1700000000000728
11032,5547193787702629969.mp4,195,00:09:27:22,00:09:35:17,567.22,575.17,7.949999999999932
11033,5547193787702629969.mp4,196,00:09:35:18,00:09:41:00,575.18,581.0,5.82000000000005
11034,5547193787702629969.mp4,197,00:09:41:01,00:09:42:18,581.01,582.18,1.169999999999959
11035,5547193787702629969.mp4,198,00:09:42:19,00:09:46:21,582.19,586.21,4.019999999999982
11036,5547193787702629969.mp4,199,00:09:46:22,00:09:49:02,586.22,589.02,2.7999999999999545
11037,5547193787702629969.mp4,200,00:09:49:03,00:09:50:03,589.03,590.03,1.0
11038,5547193787702629969.mp4,201,00:09:50:04,00:09:51:23,590.04,591.23,1.1900000000000546
11039,5547193787702629969.mp4,202,00:09:51:24,00:09:53:03,591.24,593.03,1.7899999999999636
11040,5547193787702629969.mp4,203,00:09:53:04,00:09:54:10,593.04,594.1,1.0600000000000591
11041,5547193787702629969.mp4,204,00:09:54:11,00:09:56:06,594.11,596.06,1.9499999999999318
11042,5547193787702629969.mp4,205,00:09:56:07,00:09:58:05,596.07,598.05,1.9799999999999045
11043,5547193787702629969.mp4,206,00:09:58:06,00:09:59:19,598.06,599.19,1.1300000000001091
11044,5547193787702629969.mp4,207,00:09:59:20,00:09:59:24,599.2,599.24,0.03999999999996362
11045,5547193787702629969.mp4,208,00:10:00:00,00:10:01:21,600.0,601.21,1.2100000000000364
11046,5547193787702629969.mp4,209,00:10:01:22,00:10:03:12,601.22,603.12,1.8999999999999773
11047,5547193787702629969.mp4,210,00:10:03:13,00:10:05:15,603.13,605.15,2.019999999999982
11048,5547193787702629969.mp4,211,00:10:05:16,00:10:07:01,605.16,607.01,1.8500000000000227
11049,5547193787702629969.mp4,212,00:10:07:02,00:10:24:01,607.02,624.01,16.99000000000001
11050,5547193787702629969.mp4,213,00:10:24:02,00:10:24:18,624.02,624.18,0.15999999999996817
11051,5547193787702629969.mp4,214,00:10:24:19,00:10:24:23,624.19,624.23,0.03999999999996362
11052,5547193787702629969.mp4,215,00:10:24:24,00:10:26:05,624.24,626.05,1.8099999999999454
11053,5547193787702629969.mp4,216,00:10:26:06,00:10:26:14,626.06,626.14,0.08000000000004093
11054,5547193787702629969.mp4,217,00:10:26:15,00:10:27:09,626.15,627.09,0.9400000000000546
11055,5547193787702629969.mp4,218,00:10:27:10,00:10:49:01,627.1,649.01,21.909999999999968
11056,5547193787702629969.mp4,219,00:10:49:02,00:10:55:06,649.02,655.06,6.039999999999964
11057,5547193787702629969.mp4,220,00:10:55:07,00:10:57:11,655.07,657.11,2.0399999999999636
11058,5547193787702629969.mp4,221,00:10:57:12,00:10:58:14,657.12,658.14,1.0199999999999818
11059,5547193787702629969.mp4,222,00:10:58:15,00:11:00:09,658.15,660.09,1.9400000000000546
11060,5547193787702629969.mp4,223,00:11:00:10,00:11:05:03,660.1,665.03,4.92999999999995
11061,5547193787702629969.mp4,224,00:11:05:04,00:11:07:01,665.04,667.01,1.9700000000000273
